"Id", "date_photo", "dossier_media", "photo", "photo_IR", "verite_terrain", "materiel", "focale", "sensibilite", "spectre_ir", "tps_expo", "hauteur", "largeur", "heure", "lieu", "region", "position_GPS", "direction_feu", "taux_occupation", "couleur_dominante", "densite", "taux_supperposition", "couleur_fumees", "luminosite", "vegetation", "moment", "nuage", "distance", "presence", "valid", "proprietaire", "sequence", "numimage"
"2318", "29/03/12", "00501", "seq01_rgb_007.png", "seq01_nir_007.png", "seq01_gt_007.png", "", "0", "0", "", "0", "332", "424", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "1", "28", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "7"
"2319", "29/03/12", "00501", "seq01_rgb_008.png", "seq01_nir_008.png", "seq01_gt_008.png", "", "0", "0", "", "0", "325", "510", "00:00:00", "Plateau expérimental - Corte", "", "", "", "9", "rouge/red", "0", "31", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "8"
"2320", "29/03/12", "00501", "seq01_rgb_009.png", "seq01_nir_009.png", "seq01_gt_009.png", "", "0", "0", "", "0", "221", "476", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "35", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "9"
"2321", "29/03/12", "00501", "seq01_rgb_010.png", "seq01_nir_010.png", "seq01_gt_010.png", "", "0", "0", "", "0", "183", "585", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "1", "24", "", "40", "", "", "0", "", "", "1", "Université de Corse", "1", "10"
"2322", "29/03/12", "00501", "seq01_rgb_011.png", "seq01_nir_011.png", "seq01_gt_011.png", "", "0", "0", "", "0", "187", "541", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "29", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "11"
"2323", "29/03/12", "00501", "seq01_rgb_012.png", "seq01_nir_012.png", "seq01_gt_012.png", "", "0", "0", "", "0", "219", "509", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "38", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "12"
"2324", "29/03/12", "00501", "seq01_rgb_013.png", "seq01_nir_013.png", "seq01_gt_013.png", "", "0", "0", "", "0", "225", "552", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "autre/other", "0", "50", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "13"
"2325", "29/03/12", "00501", "seq01_rgb_014.png", "seq01_nir_014.png", "seq01_gt_014.png", "", "0", "0", "", "0", "168", "592", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "47", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "14"
"2326", "29/03/12", "00501", "seq01_rgb_015.png", "seq01_nir_015.png", "seq01_gt_015.png", "", "0", "0", "", "0", "173", "530", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "32", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "15"
"2327", "29/03/12", "00501", "seq01_rgb_016.png", "seq01_nir_016.png", "seq01_gt_016.png", "", "0", "0", "", "0", "161", "576", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "26", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "16"
"2328", "29/03/12", "00501", "seq01_rgb_017.png", "seq01_nir_017.png", "seq01_gt_017.png", "", "0", "0", "", "0", "184", "606", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "29", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "17"
"2329", "29/03/12", "00501", "seq01_rgb_018.png", "seq01_nir_018.png", "seq01_gt_018.png", "", "0", "0", "", "0", "247", "555", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "29", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "18"
"2330", "29/03/12", "00501", "seq01_rgb_019.png", "seq01_nir_019.png", "seq01_gt_019.png", "", "0", "0", "", "0", "203", "596", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "27", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "19"
"2331", "29/03/12", "00501", "seq01_rgb_020.png", "seq01_nir_020.png", "seq01_gt_020.png", "", "0", "0", "", "0", "146", "571", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "29", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "20"
"2332", "29/03/12", "00501", "seq01_rgb_021.png", "seq01_nir_021.png", "seq01_gt_021.png", "", "0", "0", "", "0", "149", "585", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "33", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "21"
"2333", "29/03/12", "00501", "seq01_rgb_022.png", "seq01_nir_022.png", "seq01_gt_022.png", "", "0", "0", "", "0", "216", "614", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "42", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "22"
"2334", "29/03/12", "00501", "seq01_rgb_023.png", "seq01_nir_023.png", "seq01_gt_023.png", "", "0", "0", "", "0", "167", "591", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "27", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "23"
"2335", "29/03/12", "00501", "seq01_rgb_024.png", "seq01_nir_024.png", "seq01_gt_024.png", "", "0", "0", "", "0", "290", "573", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "40", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "24"
"2336", "29/03/12", "00501", "seq01_rgb_025.png", "seq01_nir_025.png", "seq01_gt_025.png", "", "0", "0", "", "0", "268", "578", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "1", "29", "", "39", "", "", "0", "", "", "1", "Université de Corse", "1", "25"
"2337", "29/03/12", "00501", "seq01_rgb_026.png", "seq01_nir_026.png", "seq01_gt_026.png", "", "0", "0", "", "0", "207", "587", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "1", "24", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "26"
"2338", "29/03/12", "00501", "seq01_rgb_027.png", "seq01_nir_027.png", "seq01_gt_027.png", "", "0", "0", "", "0", "208", "557", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "1", "33", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "27"
"2339", "29/03/12", "00501", "seq01_rgb_028.png", "seq01_nir_028.png", "seq01_gt_028.png", "", "0", "0", "", "0", "230", "606", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "1", "26", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "28"
"2340", "29/03/12", "00501", "seq01_rgb_029.png", "seq01_nir_029.png", "seq01_gt_029.png", "", "0", "0", "", "0", "240", "589", "00:00:00", "Plateau expérimental - Corte", "", "", "", "9", "rouge/red", "1", "21", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "29"
"2341", "29/03/12", "00501", "seq01_rgb_030.png", "seq01_nir_030.png", "seq01_gt_030.png", "", "0", "0", "", "0", "280", "604", "00:00:00", "Plateau expérimental - Corte", "", "", "", "8", "rouge/red", "1", "21", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "30"
"2342", "29/03/12", "00501", "seq01_rgb_031.png", "seq01_nir_031.png", "seq01_gt_031.png", "", "0", "0", "", "0", "171", "624", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "33", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "31"
"2343", "29/03/12", "00501", "seq01_rgb_032.png", "seq01_nir_032.png", "seq01_gt_032.png", "", "0", "0", "", "0", "209", "567", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "1", "41", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "32"
"2344", "29/03/12", "00501", "seq01_rgb_033.png", "seq01_nir_033.png", "seq01_gt_033.png", "", "0", "0", "", "0", "223", "596", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "57", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "33"
"2345", "29/03/12", "00501", "seq01_rgb_034.png", "seq01_nir_034.png", "seq01_gt_034.png", "", "0", "0", "", "0", "181", "566", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "47", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "34"
"2346", "29/03/12", "00501", "seq01_rgb_035.png", "seq01_nir_035.png", "seq01_gt_035.png", "", "0", "0", "", "0", "201", "574", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "42", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "35"
"2347", "29/03/12", "00501", "seq01_rgb_036.png", "seq01_nir_036.png", "seq01_gt_036.png", "", "0", "0", "", "0", "216", "559", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "47", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "36"
"2348", "29/03/12", "00501", "seq01_rgb_037.png", "seq01_nir_037.png", "seq01_gt_037.png", "", "0", "0", "", "0", "216", "583", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "46", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "37"
"2349", "29/03/12", "00501", "seq01_rgb_038.png", "seq01_nir_038.png", "seq01_gt_038.png", "", "0", "0", "", "0", "176", "565", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "45", "", "37", "", "", "0", "", "", "1", "Université de Corse", "1", "38"
"2350", "29/03/12", "00501", "seq01_rgb_039.png", "seq01_nir_039.png", "seq01_gt_039.png", "", "0", "0", "", "0", "175", "580", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "49", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "39"
"2351", "29/03/12", "00501", "seq01_rgb_040.png", "seq01_nir_040.png", "seq01_gt_040.png", "", "0", "0", "", "0", "173", "580", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "43", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "40"
"2352", "29/03/12", "00501", "seq01_rgb_041.png", "seq01_nir_041.png", "seq01_gt_041.png", "", "0", "0", "", "0", "177", "598", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "50", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "41"
"2353", "29/03/12", "00501", "seq01_rgb_042.png", "seq01_nir_042.png", "seq01_gt_042.png", "", "0", "0", "", "0", "152", "587", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "1", "32", "", "38", "", "", "0", "", "", "1", "Université de Corse", "1", "42"
"2946", "11/12/12", "00600", "595_rgb.png", "595_nir.png", "595_gt.png", "", "0", "0", "", "0", "316", "512", "00:00:00", "Plateau expérimental - Corte", "", "", "", "9", "rouge/red", "0", "54", "", "20", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2945", "11/12/12", "00599", "594_rgb.png", "594_nir.png", "594_gt.png", "", "0", "0", "", "0", "215", "509", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "0", "44", "", "8", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2944", "20/06/12", "00598", "593_rgb.png", "593_nir.png", "593_gt.png", "", "0", "0", "", "0", "149", "348", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "jaune/yellow", "0", "7", "", "49", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2943", "11/12/12", "00597", "592_rgb.png", "592_nir.png", "592_gt.png", "", "0", "0", "", "0", "214", "344", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "45", "", "13", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2942", "11/12/12", "00596", "591_rgb.png", "591_nir.png", "591_gt.png", "", "0", "0", "", "0", "255", "310", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "52", "", "12", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2941", "11/12/12", "00595", "590_rgb.png", "590_nir.png", "590_gt.png", "", "0", "0", "", "0", "127", "322", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "autre/other", "0", "54", "", "8", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2940", "20/06/12", "00594", "589_rgb.png", "589_nir.png", "589_gt.png", "", "0", "0", "", "0", "258", "393", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "19", "", "22", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2939", "20/06/12", "00593", "588_rgb.png", "588_nir.png", "588_gt.png", "", "0", "0", "", "0", "319", "355", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "17", "", "43", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2938", "20/06/12", "00592", "587_rgb.png", "587_nir.png", "587_gt.png", "", "0", "0", "", "0", "228", "400", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "11", "", "44", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2937", "20/06/12", "00591", "586_rgb.png", "586_nir.png", "586_gt.png", "", "0", "0", "", "0", "194", "407", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "1", "13", "", "21", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2936", "08/03/12", "00590", "585_rgb.png", "585_nir.png", "585_gt.png", "", "0", "0", "", "0", "261", "555", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "36", "", "51", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2935", "08/03/12", "00589", "584_rgb.png", "584_nir.png", "584_gt.png", "", "0", "0", "", "0", "247", "555", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "29", "", "39", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2934", "20/06/14", "00588", "583_rgb.png", "583_nir.png", "583_gt.png", "", "0", "0", "", "0", "197", "404", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "37", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2933", "20/06/14", "00587", "582_rgb.png", "582_nir.png", "582_gt.png", "", "0", "0", "", "0", "174", "276", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "7", "", "44", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2932", "20/06/14", "00586", "581_rgb.png", "581_nir.png", "581_gt.png", "", "0", "0", "", "0", "183", "376", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "17", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2931", "08/03/12", "00585", "580_rgb.png", "580_nir.png", "580_gt.png", "", "0", "0", "", "0", "219", "509", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "38", "", "39", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2930", "08/03/12", "00584", "579_rgb.png", "579_nir.png", "579_gt.png", "", "0", "0", "", "0", "325", "510", "00:00:00", "Plateau expérimental - Corte", "", "", "", "9", "rouge/red", "0", "31", "", "39", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2929", "08/03/12", "00583", "578_rgb.png", "578_nir.png", "578_gt.png", "", "0", "0", "", "0", "152", "245", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "1", "33", "", "50", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2928", "20/06/14", "00582", "577_rgb.png", "577_nir.png", "577_gt.png", "", "0", "0", "", "0", "296", "308", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "27", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2927", "20/06/14", "00581", "576_rgb.png", "576_nir.png", "576_gt.png", "", "0", "0", "", "0", "344", "293", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "16", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2926", "20/06/14", "00580", "575_rgb.png", "575_nir.png", "575_gt.png", "", "0", "0", "", "0", "85", "193", "00:00:00", "Plateau expérimental - Corte", "", "", "", "1", "jaune/yellow", "1", "19", "", "48", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2925", "20/06/14", "00579", "574_rgb.png", "574_nir.png", "574_gt.png", "", "0", "0", "", "0", "93", "192", "00:00:00", "Plateau expérimental - Corte", "", "", "", "1", "jaune/yellow", "1", "29", "", "49", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2924", "20/06/14", "00578", "573_rgb.png", "573_nir.png", "573_gt.png", "", "0", "0", "", "0", "198", "252", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "12", "", "44", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2923", "20/06/14", "00577", "572_rgb.png", "572_nir.png", "572_gt.png", "", "0", "0", "", "0", "183", "348", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "14", "", "45", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2922", "20/06/14", "00576", "571_rgb.png", "571_nir.png", "571_gt.png", "", "0", "0", "", "0", "235", "269", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "orange/orange", "1", "7", "", "44", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2921", "20/06/14", "00575", "570_rgb.png", "570_nir.png", "570_gt.png", "", "0", "0", "", "0", "163", "268", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "13", "", "46", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2920", "20/06/14", "00574", "569_rgb.png", "569_nir.png", "569_gt.png", "", "0", "0", "", "0", "195", "350", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "30", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2919", "20/06/14", "00573", "568_rgb.png", "568_nir.png", "568_gt.png", "", "0", "0", "", "0", "154", "341", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "25", "", "40", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2918", "20/06/14", "00572", "567_rgb.png", "567_nir.png", "567_gt.png", "", "0", "0", "", "0", "153", "273", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "15", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2917", "20/06/14", "00571", "566_rgb.png", "566_nir.png", "566_gt.png", "", "0", "0", "", "0", "266", "281", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "27", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2916", "20/06/14", "00570", "565_rgb.png", "565_nir.png", "565_gt.png", "", "0", "0", "", "0", "299", "302", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "38", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2915", "20/06/14", "00569", "564_rgb.png", "564_nir.png", "564_gt.png", "", "0", "0", "", "0", "300", "309", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "1", "14", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2914", "20/06/14", "00568", "563_rgb.png", "563_nir.png", "563_gt.png", "", "0", "0", "", "0", "404", "417", "00:00:00", "Plateau expérimental - Corte", "", "", "", "8", "rouge/red", "0", "44", "", "37", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2913", "20/06/14", "00567", "562_rgb.png", "562_nir.png", "562_gt.png", "", "0", "0", "", "0", "195", "519", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "27", "", "40", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2912", "20/06/14", "00566", "561_rgb.png", "561_nir.png", "561_gt.png", "", "0", "0", "", "0", "166", "188", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "1", "16", "", "45", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2911", "20/06/14", "00565", "560_rgb.png", "560_nir.png", "560_gt.png", "", "0", "0", "", "0", "310", "372", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "33", "", "39", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2910", "20/06/14", "00564", "559_rgb.png", "559_nir.png", "559_gt.png", "", "0", "0", "", "0", "152", "168", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "orange/orange", "1", "15", "", "44", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2909", "11/12/12", "00563", "558_rgb.png", "558_nir.png", "558_gt.png", "", "0", "0", "", "0", "178", "313", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "35", "", "12", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2908", "11/12/12", "00562", "557_rgb.png", "557_nir.png", "557_gt.png", "", "0", "0", "", "0", "273", "425", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "61", "", "21", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2907", "11/12/12", "00561", "556_rgb.png", "556_nir.png", "556_gt.png", "", "0", "0", "", "0", "295", "387", "00:00:00", "Plateau expérimental - Corte", "", "", "", "7", "rouge/red", "0", "35", "", "20", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2906", "11/12/12", "00560", "555_rgb.png", "555_nir.png", "555_gt.png", "", "0", "0", "", "0", "145", "254", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "40", "", "18", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2905", "11/12/12", "00559", "554_rgb.png", "554_nir.png", "554_gt.png", "", "0", "0", "", "0", "207", "397", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "47", "", "19", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2904", "11/12/12", "00558", "553_rgb.png", "553_nir.png", "553_gt.png", "", "0", "0", "", "0", "207", "401", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "39", "", "18", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2903", "11/12/12", "00557", "552_rgb.png", "552_nir.png", "552_gt.png", "", "0", "0", "", "0", "359", "773", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "92", "", "15", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2902", "11/12/12", "00556", "551_rgb.png", "551_nir.png", "551_gt.png", "", "0", "0", "", "0", "148", "328", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "45", "", "14", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2901", "11/12/12", "00555", "550_rgb.png", "550_nir.png", "550_gt.png", "", "0", "0", "", "0", "109", "294", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "81", "", "14", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2900", "11/12/12", "00554", "549_rgb.png", "549_nir.png", "549_gt.png", "", "0", "0", "", "0", "266", "385", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "49", "", "19", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2899", "11/12/12", "00553", "548_rgb.png", "548_nir.png", "548_gt.png", "", "0", "0", "", "0", "291", "371", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "48", "", "20", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2898", "11/12/12", "00552", "547_rgb.png", "547_nir.png", "547_gt.png", "", "0", "0", "", "0", "308", "344", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "53", "", "18", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2897", "11/12/12", "00551", "546_rgb.png", "546_nir.png", "546_gt.png", "", "0", "0", "", "0", "251", "353", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "51", "", "9", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2896", "11/12/12", "00550", "545_rgb.png", "545_nir.png", "545_gt.png", "", "0", "0", "", "0", "245", "343", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "rouge/red", "0", "33", "", "8", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2895", "11/12/12", "00549", "544_rgb.png", "544_nir.png", "544_gt.png", "", "0", "0", "", "0", "296", "375", "00:00:00", "Plateau expérimental - Corte", "", "", "", "6", "rouge/red", "0", "35", "", "9", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2894", "11/12/12", "00548", "543_rgb.png", "543_nir.png", "543_gt.png", "", "0", "0", "", "0", "191", "314", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "26", "", "8", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2893", "11/12/12", "00547", "542_rgb.png", "542_nir.png", "542_gt.png", "", "0", "0", "", "0", "175", "302", "00:00:00", "Plateau expérimental - Corte", "", "", "", "4", "rouge/red", "0", "31", "", "8", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2892", "11/12/12", "00546", "541_rgb.png", "541_nir.png", "541_gt.png", "", "0", "0", "", "0", "80", "169", "00:00:00", "Plateau expérimental - Corte", "", "", "", "1", "rouge/red", "0", "39", "", "16", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2891", "11/12/12", "00545", "540_rgb.png", "540_nir.png", "540_gt.png", "", "0", "0", "", "0", "89", "116", "00:00:00", "Plateau expérimental - Corte", "", "", "", "1", "rouge/red", "0", "50", "", "16", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2890", "11/12/12", "00544", "539_rgb.png", "539_nir.png", "539_gt.png", "", "0", "0", "", "0", "116", "229", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "61", "", "19", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2889", "11/12/12", "00543", "538_rgb.png", "538_nir.png", "538_gt.png", "", "0", "0", "", "0", "111", "235", "00:00:00", "Plateau expérimental - Corte", "", "", "", "2", "rouge/red", "0", "63", "", "19", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2888", "20/06/12", "00542", "537_rgb.png", "537_nir.png", "537_gt.png", "", "0", "0", "", "0", "173", "388", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "rouge/red", "1", "60", "", "53", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2887", "20/06/12", "00541", "536_rgb.png", "536_nir.png", "536_gt.png", "", "0", "0", "", "0", "201", "426", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "jaune/yellow", "0", "37", "", "44", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2886", "20/06/12", "00540", "535_rgb.png", "535_nir.png", "535_gt.png", "", "0", "0", "", "0", "201", "412", "00:00:00", "Plateau expérimental - Corte", "", "", "", "5", "jaune/yellow", "0", "42", "", "51", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
"2885", "20/06/12", "00539", "534_rgb.png", "534_nir.png", "534_gt.png", "", "0", "0", "", "0", "137", "382", "00:00:00", "Plateau expérimental - Corte", "", "", "", "3", "jaune/yellow", "0", "33", "", "54", "", "", "0", "", "", "1", "Université de Corse", "0", "0"
